即時值查詢
資料時間：2024/05/27~2026/05/27
"測站","日期","測項","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
花蓮,2026/02/15,PM2.5,9,7,7,8,8,7,7,13,9,6,7,10,6,11,8,11,8,14,13,14,18,20,11,9
花蓮,2026/02/16,PM2.5,9,6,9,7,6,6,4,2,2,8,11,8,10,8,11,6,13,8,23,25,26,23,17,15
花蓮,2026/02/17,PM2.5,15,6,6,3,2,2,1,3,2,0,0,2,3,4,3,3,4,4,11,10,6,4,5,4
花蓮,2026/02/18,PM2.5,2,2,0,0,0,2,3,0,0,4,4,5,3,5,6,5,5,10,8,15,9,12,10,8
花蓮,2026/02/19,PM2.5,9,11,12,10,12,13,9,11,8,9,10,8,11,14,14,17,17,16,21,17,23,22,21,17
花蓮,2026/02/20,PM2.5,19,13,13,10,11,12,12,11,12,13,10,9,7,6,9,10,17,17,20,17,23,14,15,20
花蓮,2026/02/21,PM2.5,20,19,11,14,11,11,13,10,11,9,5,6,6,9,8,8,12,11,17,15,14,11,13,11
花蓮,2026/02/22,PM2.5,11,10,11,8,7,7,6,5,5,9,9,12,16,17,20,27,18,12,21,13,11,9,9,10
花蓮,2026/02/23,PM2.5,8,13,13,11,12,13,9,7,10,7,6,9,8,5,4,6,3,3,6,8,8,8,4,5
花蓮,2026/02/24,PM2.5,6,6,6,5,5,4,4,8,5,#,15,10,7,10,14,11,12,9,9,9,7,11,8,10
花蓮,2026/02/25,PM2.5,12,11,13,10,11,8,4,3,3,6,7,7,7,4,7,8,5,7,10,6,3,3,7,8
花蓮,2026/02/26,PM2.5,4,2,3,0,4,4,9,6,7,5,6,2,2,4,6,4,6,8,8,9,10,7,4,7
花蓮,2026/02/27,PM2.5,6,11,9,8,5,5,6,10,9,7,9,10,7,4,5,4,4,10,8,6,8,9,9,6
花蓮,2026/02/28,PM2.5,4,2,5,3,8,5,3,3,2,3,3,3,4,5,5,4,7,6,6,6,8,3,5,4
花蓮,2026/03/01,PM2.5,1,0,0,3,3,2,5,5,0,0,6,3,3,2,3,4,6,3,2,2,5,7,4,3
花蓮,2026/03/02,PM2.5,2,2,1,1,5,3,5,6,6,4,4,5,11,8,8,5,6,8,8,10,12,17,18,8
花蓮,2026/03/03,PM2.5,8,8,7,12,12,11,9,8,7,8,7,5,0,4,4,1,4,6,4,3,5,4,8,5
花蓮,2026/03/04,PM2.5,2,1,0,0,2,2,4,5,4,8,#,7,7,7,6,4,1,4,6,6,4,4,3,8
花蓮,2026/03/05,PM2.5,6,4,5,6,4,7,6,3,5,4,x,8,6,10,17,13,10,11,10,10,11,6,1,4
花蓮,2026/03/06,PM2.5,2,0,1,0,7,5,1,2,3,9,5,6,6,5,6,3,4,3,4,4,5,1,0,0
花蓮,2026/03/07,PM2.5,2,14,13,8,7,10,8,6,5,3,7,10,6,6,10,6,5,5,7,4,5,5,8,7
花蓮,2026/03/08,PM2.5,4,4,6,6,5,4,3,5,3,1,2,5,6,3,2,7,11,11,12,14,9,7,5,8
花蓮,2026/03/09,PM2.5,7,8,5,6,6,6,3,7,7,6,4,5,5,2,3,4,3,4,7,5,2,4,3,3
花蓮,2026/03/10,PM2.5,1,1,4,5,4,2,0,0,3,3,4,2,0,3,3,2,3,5,6,6,3,3,7,3
花蓮,2026/03/11,PM2.5,3,4,4,3,4,4,3,8,5,6,#,4,6,7,9,11,10,7,10,11,10,11,9,9
花蓮,2026/03/12,PM2.5,8,7,6,9,6,5,5,4,9,7,7,7,7,8,10,16,17,16,15,18,9,15,11,16
花蓮,2026/03/13,PM2.5,20,15,17,15,14,18,14,14,19,18,17,13,15,16,6,12,12,15,15,13,13,9,10,11
花蓮,2026/03/14,PM2.5,15,12,12,14,17,13,20,15,11,16,9,11,14,15,5,13,11,14,11,11,15,12,18,13
花蓮,2026/03/15,PM2.5,15,8,16,10,9,11,10,13,10,9,8,6,9,7,5,8,10,7,7,11,10,7,10,11
花蓮,2026/03/16,PM2.5,8,8,7,9,7,11,8,11,9,10,9,13,8,6,4,9,10,11,9,13,15,10,10,12
花蓮,2026/03/17,PM2.5,7,7,8,9,6,11,7,6,7,7,6,6,7,5,9,9,6,10,8,11,11,15,9,8
花蓮,2026/03/18,PM2.5,7,10,7,10,5,3,5,10,8,15,8,4,4,6,9,10,10,7,13,15,13,13,17,8
花蓮,2026/03/19,PM2.5,9,8,10,8,8,9,13,11,15,11,#,12,11,13,17,12,9,16,8,8,5,8,5,4
花蓮,2026/03/20,PM2.5,6,8,7,7,7,5,4,2,5,7,4,6,6,5,9,12,9,10,14,17,11,14,10,10
花蓮,2026/03/21,PM2.5,8,9,7,11,9,8,15,14,8,9,7,8,8,8,11,9,9,11,9,4,6,12,9,7
花蓮,2026/03/22,PM2.5,6,7,10,9,11,12,11,11,9,7,6,4,5,4,3,8,6,5,8,13,8,7,8,5
花蓮,2026/03/23,PM2.5,2,5,6,4,4,4,3,8,7,#,13,11,8,11,9,7,4,4,7,5,6,5,8,6
花蓮,2026/03/24,PM2.5,1,0,3,5,7,5,12,14,13,13,7,5,7,8,8,5,7,8,10,8,6,7,4,5
花蓮,2026/03/25,PM2.5,5,7,8,6,5,10,7,13,13,16,13,21,11,15,15,9,8,9,10,10,11,11,11,10
花蓮,2026/03/26,PM2.5,11,12,16,10,12,13,8,10,13,16,13,11,10,17,11,12,13,16,14,11,7,5,1,4
花蓮,2026/03/27,PM2.5,3,1,4,3,1,0,1,3,2,5,8,5,3,4,2,4,8,12,7,11,12,9,7,9
花蓮,2026/03/28,PM2.5,12,9,10,8,6,6,10,10,9,6,7,8,8,9,11,10,10,14,15,15,12,12,11,19
花蓮,2026/03/29,PM2.5,9,9,12,9,6,4,10,11,8,8,11,11,8,8,10,7,10,18,17,14,19,19,17,10
花蓮,2026/03/30,PM2.5,12,11,11,12,9,9,13,14,13,14,11,9,11,12,16,17,15,13,18,16,15,19,21,20
花蓮,2026/03/31,PM2.5,15,20,16,18,16,22,15,20,16,22,18,17,16,14,19,17,12,13,13,19,23,17,21,18
花蓮,2026/04/01,PM2.5,15,21,22,21,19,22,18,24,22,23,#,11,7,7,9,9,8,9,8,5,6,5,4,4
花蓮,2026/04/02,PM2.5,4,5,8,8,9,7,9,8,7,5,3,6,7,9,11,6,10,11,9,9,11,11,10,8
花蓮,2026/04/03,PM2.5,11,12,9,11,10,8,7,7,7,6,10,9,8,5,4,1,7,6,9,11,12,6,5,9
花蓮,2026/04/04,PM2.5,7,8,10,9,11,13,14,16,14,21,22,26,25,23,30,28,15,15,13,8,11,10,10,10
花蓮,2026/04/05,PM2.5,9,8,7,5,4,5,8,8,11,12,12,8,8,11,9,7,11,10,11,13,9,11,9,8
花蓮,2026/04/06,PM2.5,6,4,8,11,9,6,6,9,9,10,14,12,12,15,7,13,13,14,17,20,17,19,24,17
花蓮,2026/04/07,PM2.5,23,23,19,20,18,17,22,16,15,13,10,12,8,8,12,8,2,3,4,6,5,2,1,3
花蓮,2026/04/08,PM2.5,2,3,3,1,0,0,1,1,2,5,4,3,6,7,1,6,3,4,7,9,9,10,9,9
花蓮,2026/04/09,PM2.5,9,5,0,1,6,7,7,8,6,9,7,3,3,8,10,7,14,14,13,13,14,14,11,13
花蓮,2026/04/10,PM2.5,18,18,22,24,22,18,22,23,22,17,20,21,22,12,22,17,20,17,18,18,27,25,22,28
花蓮,2026/04/11,PM2.5,34,29,29,32,29,27,24,26,25,24,21,19,20,18,20,18,16,16,20,14,18,18,23,23
花蓮,2026/04/12,PM2.5,19,18,17,21,21,24,27,13,15,17,20,15,19,21,16,19,19,16,17,18,20,20,18,19
花蓮,2026/04/13,PM2.5,21,19,18,24,21,18,24,22,16,22,21,24,18,19,19,20,18,19,22,27,25,24,21,25
花蓮,2026/04/14,PM2.5,16,19,21,26,19,22,25,23,19,20,20,x,23,15,13,17,16,16,14,19,20,19,15,17
花蓮,2026/04/15,PM2.5,13,19,17,18,22,25,27,28,21,16,11,13,13,11,11,11,10,7,6,12,11,15,14,14
花蓮,2026/04/16,PM2.5,11,15,16,18,19,17,21,18,18,21,20,14,17,15,12,13,15,10,11,17,13,14,16,19
花蓮,2026/04/17,PM2.5,15,18,14,20,25,20,16,23,26,15,16,17,14,11,12,12,19,17,15,9,10,11,9,11
花蓮,2026/04/18,PM2.5,15,10,11,9,7,12,13,10,11,10,12,9,10,12,15,8,16,15,15,17,27,20,16,23
花蓮,2026/04/19,PM2.5,22,19,16,19,15,23,18,18,18,15,17,12,15,11,11,12,11,12,16,15,17,16,13,16
花蓮,2026/04/20,PM2.5,12,13,12,12,12,9,13,12,8,14,15,14,11,12,9,11,11,17,15,8,12,18,9,13
花蓮,2026/04/21,PM2.5,12,10,9,7,8,11,7,7,11,11,12,10,11,17,14,14,14,14,11,11,14,8,16,15
花蓮,2026/04/22,PM2.5,7,10,12,8,7,11,8,9,8,12,13,10,14,16,7,10,10,17,12,14,19,11,14,17
花蓮,2026/04/23,PM2.5,18,14,18,18,15,21,14,24,17,15,20,13,16,21,18,20,17,13,9,9,6,6,7,4
花蓮,2026/04/24,PM2.5,2,3,2,2,4,5,6,3,4,8,#,8,7,4,1,1,2,7,7,9,6,6,7,6
花蓮,2026/04/25,PM2.5,5,7,6,13,9,9,12,11,9,5,4,2,3,3,3,3,2,4,5,4,2,4,7,4
花蓮,2026/04/26,PM2.5,2,1,2,3,1,0,1,5,5,5,9,13,10,10,12,12,10,12,10,14,17,15,13,11
花蓮,2026/04/27,PM2.5,8,11,12,8,9,7,10,7,8,10,15,12,10,10,12,13,16,14,14,16,17,17,14,12
花蓮,2026/04/28,PM2.5,11,14,11,14,9,9,7,10,11,18,9,15,9,14,12,12,15,17,15,11,11,11,9,10
花蓮,2026/04/29,PM2.5,10,7,10,7,6,7,6,8,8,9,9,9,9,7,6,7,9,8,8,11,12,9,17,13
花蓮,2026/04/30,PM2.5,8,7,8,8,6,6,5,7,5,9,6,10,7,3,3,1,0,4,3,2,2,1,0,3
花蓮,2026/05/01,PM2.5,3,2,3,3,7,4,5,5,4,9,7,11,10,12,12,12,12,10,12,15,11,8,8,7
花蓮,2026/05/02,PM2.5,10,8,8,10,13,9,12,9,7,6,3,7,9,5,8,6,5,5,11,8,10,12,10,9
花蓮,2026/05/03,PM2.5,7,9,9,7,5,2,10,7,7,6,4,6,10,10,11,7,6,6,6,9,8,6,12,8
花蓮,2026/05/04,PM2.5,18,11,8,13,10,14,11,13,13,9,10,8,6,13,14,13,15,17,10,12,14,9,12,11
花蓮,2026/05/05,PM2.5,9,12,9,11,10,13,10,12,8,10,#,14,11,12,9,6,10,10,10,9,6,3,4,4
花蓮,2026/05/06,PM2.5,6,10,7,2,2,5,8,6,6,4,5,4,1,0,0,1,6,4,1,6,7,7,4,6
花蓮,2026/05/07,PM2.5,4,3,5,6,4,4,5,2,2,4,6,5,3,6,6,3,4,7,7,4,2,4,6,10
花蓮,2026/05/08,PM2.5,7,5,5,7,11,10,12,7,8,6,5,6,17,19,12,14,10,9,6,5,5,5,4,3
花蓮,2026/05/09,PM2.5,0,0,2,3,1,0,2,2,4,2,2,1,0,2,4,5,3,1,1,3,1,4,3,2
花蓮,2026/05/10,PM2.5,1,2,5,2,1,2,4,2,0,2,3,2,0,0,1,1,3,2,0,5,5,1,1,4
花蓮,2026/05/11,PM2.5,5,7,9,5,3,5,4,5,1,2,3,0,1,4,3,7,6,5,5,7,5,2,8,5
花蓮,2026/05/12,PM2.5,2,6,7,4,3,4,3,5,6,4,7,7,9,9,9,7,10,9,9,11,8,10,9,9
花蓮,2026/05/13,PM2.5,5,10,7,7,8,9,10,6,12,10,11,11,10,10,6,9,8,8,11,10,13,10,10,10
花蓮,2026/05/14,PM2.5,7,4,4,4,3,4,3,4,3,5,5,3,2,3,9,6,3,5,6,10,11,9,6,6
花蓮,2026/05/15,PM2.5,6,6,6,6,4,3,7,9,6,4,#,7,7,6,5,4,4,3,6,6,5,2,4,5
花蓮,2026/05/16,PM2.5,5,5,3,8,7,3,4,6,4,7,11,9,10,9,5,10,10,8,10,9,6,5,5,8
花蓮,2026/05/17,PM2.5,6,11,7,7,7,5,4,9,7,8,9,7,6,10,9,6,6,5,6,10,12,9,5,5
花蓮,2026/05/18,PM2.5,4,3,7,5,6,5,6,5,7,9,7,7,7,5,4,8,7,9,12,10,6,3,10,9
花蓮,2026/05/19,PM2.5,8,5,3,5,7,10,9,5,3,7,7,5,5,5,5,4,8,8,11,10,10,7,4,9
花蓮,2026/05/20,PM2.5,7,6,6,5,6,5,3,8,5,5,7,6,8,9,10,14,9,8,10,6,5,10,8,6
花蓮,2026/05/21,PM2.5,7,6,8,7,5,4,3,3,11,7,10,7,8,11,11,11,8,11,11,9,16,13,11,8
花蓮,2026/05/22,PM2.5,8,8,9,7,13,10,10,12,10,10,#,6,10,9,6,14,15,8,9,15,11,8,10,8
花蓮,2026/05/23,PM2.5,7,7,11,8,6,12,7,6,6,4,5,6,8,9,11,10,12,14,13,11,14,9,11,7
花蓮,2026/05/24,PM2.5,5,7,7,6,3,3,4,6,5,10,10,13,11,10,13,13,17,11,16,16,13,21,12,13
花蓮,2026/05/25,PM2.5,11,15,6,10,9,8,8,10,10,10,9,14,13,14,12,11,12,11,14,15,19,14,16,16
花蓮,2026/05/26,PM2.5,5,4,9,6,3,1,2,8,15,14,13,11,13,10,13,11,16,14,12,14,16,14,12,9
花蓮,2026/05/27,PM2.5,14,15,10,15,10,8,9,7,9,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
